author_id,username,fullname,biography,verified,joined_datetime,tweets_count,following_count,followers_count,likes_count,profile_picture_url,banner_picture_url
1624805745194672128,MrsGaliano,el Tio de la Alpargata,Defender tu partido político NO es defender a tu equipo de fútbol,True,2023-02-12 16:21:00,12128,442,159,20378,https://pbs.twimg.com/profile_images/1625286614111887366/2jGOqP95.jpg,https://pbs.twimg.com/profile_banners/1624805745194672130/1700222794/1500x500
1365578420,LomasSan,santilzzz,QUE LE VOY A HACER SI TENGO LA MENTE SUCIA😈😈 Este es el lugar donde mostrar lo que quiero sin hacer daño a nadie.,True,2013-04-19 22:56:00,13950,1285,340,181290,https://pbs.twimg.com/profile_images/916305598421131272/J4xxNHxR.jpg,https://pbs.twimg.com/profile_banners/1365578420/1447807433/1500x500
1039862506607595648,Alaiintxo,Alain,2024-04-06,True,2018-09-12 13:05:00,5413,231,101,23586,https://pbs.twimg.com/profile_images/1863991143802806272/doAWhZ3E.jpg,https://pbs.twimg.com/profile_banners/1039862506607595520/1712504921/1500x500
1247074831444709376,EHermafrodito,ElSeñoritoH,"La gente se toma tuiter demasiado en serio. Loles y algo de cine. Maldad, Caos, 🧼",True,2020-04-06 08:13:00,57179,1794,1946,122356,https://pbs.twimg.com/profile_images/1766746148029571072/aLmbYkCv.jpg,https://pbs.twimg.com/profile_banners/1247074831444709379/1683871151/1500x500
nan,GonrodMarilu,Mardecastilla,,True,2023-02-03 21:12:00,70066,410,99,14,,
211710896,SergiEstape,Sergi Estapé,Jo sóc jo. I tu? Ets tu?,True,2010-11-04 01:06:00,46518,677,833,42479,https://pbs.twimg.com/profile_images/1159228896/_39860102_gascoigne_203.jpg,https://pbs.twimg.com/profile_banners/211710896/1556214359/1500x500
1666948230003806208,Brisafresca5,Α Ω ✝🇪🇦,Rectitud antes que la paz,True,2023-06-08 23:20:00,16703,701,175,67539,https://pbs.twimg.com/profile_images/1725282441915416576/qOtLe44c.jpg,https://pbs.twimg.com/profile_banners/1666948230003806209/1689692442/1500x500
nan,Albatro__s,Albatros,"Hasta el gorro de los años que tengo, y no porque los tengo, sino porque ya se me agota el saldo y a los bancos ni me dejan entrar.",True,2021-07-24 20:27:00,6286,522,298,18605,https://pbs.twimg.com/profile_images/1718323263779061760/tx1NetJ7.jpg,
488710266,Vareador,𝙑𝘼𝙍𝙀𝘼𝘿𝙊𝙍,"💙 Llego a Twitter para varear a políticos bocachanclas/corruptos, caraduras, vividores, famosillos, chupópteros y demás personajes faranduleros de mal vivir..",True,2012-02-10 19:13:00,108659,3087,2004,176791,https://pbs.twimg.com/profile_images/1661050907767848964/a_6EhaaB.jpg,https://pbs.twimg.com/profile_banners/488710266/1585340036/1500x500
nan,JuanDie33613225,J.D.,,False,2022-05-09 19:11:00,3494,101,4,1746,https://pbs.twimg.com/profile_images/1523742436123623426/ueJ7mb_m.png,
nan,AfnexThe89310,The Afnex,,True,2023-05-18 11:13:00,2132,12,4,5560,https://pbs.twimg.com/profile_images/1659155219450560514/4WRhB_eM.png,
nan,JordiMajoRuaix,Jordi Majó,,True,2020-12-24 12:07:00,19326,2043,5171,25306,https://pbs.twimg.com/profile_images/1898090845800222720/czROtbLh.jpg,
nan,ms_daysy1988,MisLala80,,True,2023-09-19 09:43:00,1494,157,8,1176,https://pbs.twimg.com/profile_images/1704069355212832770/1kUNwmFh.jpg,
1691058965562445824,contralacaverna,EspabilaPaco!!,"Me desahogo de vez en cuando, otras me rio y otras me equivoco. No vale todo por un like o por un seguidor. Defiendo a la clase obrera y al F.C.Barcelona",True,2023-08-14 12:07:00,14279,292,274,57255,https://pbs.twimg.com/profile_images/1868333339955855360/37rOs0MT.jpg,https://pbs.twimg.com/profile_banners/1691058965562445824/1730041697/1500x500
234378531,JJREGIONAL,JUANJOSE,español de las islas canarias de santa cruz de la palma,True,2011-01-05 14:25:00,10890,63,41,177,https://pbs.twimg.com/profile_images/1414914872/real-madrid.jpg,https://pbs.twimg.com/profile_banners/234378531/1697655634/1500x500
1014202213546233984,haca81997,Andy,,True,2018-07-03 17:40:00,1944,1291,82,64814,https://pbs.twimg.com/profile_images/1861901578703122433/6UzZC8R6.jpg,https://pbs.twimg.com/profile_banners/1014202213546233857/1620282678/1500x500
3479422701,fernandoorasio,Fernando Jabonero,,False,2015-08-29 10:46:00,54924,4624,2727,32970,https://pbs.twimg.com/profile_images/1185962490708086785/8AnyP_O_.jpg,https://pbs.twimg.com/profile_banners/3479422701/1475856769/1500x500
1580213182861381632,FiestaFestiva,Fiesta Festiva,,True,2022-10-12 15:06:00,2649,82,14,1151,https://pbs.twimg.com/profile_images/1580213692712587264/1SfRt4gP.jpg,https://pbs.twimg.com/profile_banners/1580213182861381641/1665587278/1500x500
nan,RlopezGa1,R. lopez Ga.,Libertad como filosofía de vida.,True,2021-03-18 19:17:00,90619,935,622,55425,https://pbs.twimg.com/profile_images/1372637393577213961/0DhBRN1j.jpg,
1332022858852294912,Oliviabis2,Oliviabis,Con los pies en la tierra 🌍 Union de España. Coherente.,True,2020-11-26 18:06:00,10516,858,1108,10333,https://pbs.twimg.com/profile_images/1500073715152953352/w7Af-9n0.jpg,https://pbs.twimg.com/profile_banners/1332022858852294659/1618136271/1500x500
nan,olivares_millan,Gabriel Millán Olivares,Yo mismo,True,2021-09-24 17:33:00,14055,81,91,18596,https://pbs.twimg.com/profile_images/1441455829106921483/jZpPK1WX.jpg,
1615266997,Verbalword,Miguel Angel GP,"Tabarnés en Castellón. Viva España. Feliz por la vida q tengo, con ganas de vivir a tope.Escucho esRadio. Madridista, Juventino por SL

A cada día, su afán",True,2013-07-23 13:15:00,53380,1314,1077,56072,https://pbs.twimg.com/profile_images/1379178129240031237/qs9Hls8O.jpg,https://pbs.twimg.com/profile_banners/1615266997/1715246203/1500x500
nan,salamandrayo,Salamandrayo,Solo sé que no sé nada,True,2020-02-11 20:51:00,1215,25,1,11,https://pbs.twimg.com/profile_images/1227347262784798720/LCezy64C.jpg,
1791201040060084224,TxindokiReal,Tocawebs,Al pan pan y al bilbao bilbao,True,2024-05-16 20:16:00,13592,226,73,1903,https://pbs.twimg.com/profile_images/1791454086841163777/AgH6SoDR.jpg,https://pbs.twimg.com/profile_banners/1791201040060084224/1715950911/1500x500
nan,AynRand943878,Ayn Rand,"Anarcocapitalista.
Hay que endurecer el código penal y condenar a 30 años de cárcel a los políticos corruptos, a los terroristas okupas y a los violadores.",True,2023-03-29 08:37:00,21886,0,4,196,https://pbs.twimg.com/profile_images/1641449011218649100/0bhDzc4K.jpg,
nan,Ifvmol,Don Ignacio,"""A la vista de este ejemplo, ciudadanos, antes morir que consentir tiranos""",True,2011-10-23 19:21:00,8553,1340,168,23805,https://pbs.twimg.com/profile_images/1759340382687498240/7phUIbwi.jpg,
nan,anneytal2023,anne,Veterinaria de vocación.. amor por mis bichitos ☺️,True,2023-03-07 16:01:00,31602,247,278,25483,https://pbs.twimg.com/profile_images/1826020310639841280/4lzOzgrR.jpg,
1434641099088400384,98HODHOD__,هـُدهُـد,💙❤️ 𝐌𝐞́𝐬 𝐪𝐮𝐞 𝐮𝐧 𝐂𝐥𝐮𝐛,True,2021-09-05 22:14:00,75455,966,4024,31699,https://pbs.twimg.com/profile_images/1902778886003306496/DLldqV_k.jpg,https://pbs.twimg.com/profile_banners/1434641099088400388/1741722653/1500x500
1752432281262723072,holiholaholi000,uuuhhh aaahhhhh,AVISO. En esta cuenta NO se usan tildes. Gracias,True,2024-01-30 20:43:00,34877,47,107,56944,https://pbs.twimg.com/profile_images/1752435907464949760/rdfsmBe9.jpg,https://pbs.twimg.com/profile_banners/1752432281262723072/1706648552/1500x500
1120815873919520768,Caribou___,Caribou,"Soy suave.
Maese.",True,2019-04-23 22:25:00,44590,882,520,84586,https://pbs.twimg.com/profile_images/1354681246685814785/tnIr09yp.jpg,https://pbs.twimg.com/profile_banners/1120815873919520768/1712698195/1500x500
46548248,Alix82,Aixl: Après Sánchez le déluge 🇧🇩,Never forget que la hija de Bono se compró un ático de 1'6 millones en Madrid a los 12 años,True,2009-06-12 01:42:00,236427,2682,2825,540948,https://pbs.twimg.com/profile_images/1723322128726986752/PwRceUqd.jpg,https://pbs.twimg.com/profile_banners/46548248/1679499607/1500x500
2879444955,DoctVillanueva,Doctora Villanueva,Feminista y de izquierdas,True,2014-11-16 12:12:00,77926,7216,7131,422604,https://pbs.twimg.com/profile_images/533958677708173312/TLx3uRQC.jpeg,https://pbs.twimg.com/profile_banners/2879444955/1416140642/1500x500
1467950971527602176,Cristipi1981,Cristina,"Leer, viajar. Amiga de mis amigos. Familiar",True,2021-12-06 20:19:00,3568,314,396,79962,https://pbs.twimg.com/profile_images/1467951966487814145/ECWyK9NJ.jpg,https://pbs.twimg.com/profile_banners/1467950971527602176/1639178863/1500x500
4889370826,SergiSeys,Una Imagen Vale Más,"A veces uno sabe de qué lado estar, simplemente viendo quiénes están del otro lado.
No soy de Podemos, menos del Psoe, menos de los ladrones del PP y #fuckvox.",True,2016-02-08 18:38:00,50124,378,229,15815,https://pbs.twimg.com/profile_images/1549845671750123521/RL1SGRvT.jpg,https://pbs.twimg.com/profile_banners/4889370826/1657544041/1500x500
963492493458329600,SamuelRupert88,Samuel García Pastor,"Amor por mi familia, por mi pueblo y mi país. Confiado hasta cierto punto pero cumplidor con los que se lo merecen.",True,2018-02-13 19:18:00,1066,88,31,862,https://pbs.twimg.com/profile_images/1435885737375899651/MLv8suTe.jpg,https://pbs.twimg.com/profile_banners/963492493458329602/1631176961/1500x500
nan,Mano36cast,Manolo Castillo,antifascista,True,2016-11-09 01:11:00,4921,30,26,1259,https://pbs.twimg.com/profile_images/796162749839589376/nGXFU6mT.jpg,
482147864,luismun74,Luigi,disfrutando,True,2012-02-03 15:43:00,13428,1038,351,7240,https://pbs.twimg.com/profile_images/2247151808/image.jpg,https://pbs.twimg.com/profile_banners/482147864/1587940305/1500x500
nan,JosFernnde87372,José Fernández guirao,,True,2023-06-05 11:11:00,13521,237,38,51,https://pbs.twimg.com/profile_images/1665677806007623686/oRxrS2qV.png,
nan,tomypunto,tomypunto,Busco gente que quiera dejar de quejarse.,True,2011-02-26 00:25:00,39202,338,221,11,https://pbs.twimg.com/profile_images/567487458833494017/ayXvzfWj.jpeg,
nan,Pepitasinmas,Pepita,,True,2020-03-21 07:54:00,5384,315,70,10550,https://pbs.twimg.com/profile_images/1598545954990440448/l0qVuT8f.jpg,
1337073219455643648,Abel_Frank_Garo,Abel Frank García. V💚X🇪🇦,"Ingeniero Ind Eléctrico en_RED_ando en el Centro de Control de REE. De origen Castellano Leonés y Cartagenero,criado en Tánger, Kenitra,Almería,Granada,Madrid",True,2020-12-10 16:34:00,108867,2648,2054,73693,https://pbs.twimg.com/profile_images/1731734824711262208/blXi7M6h.jpg,https://pbs.twimg.com/profile_banners/1337073219455643654/1607619390/1500x500
nan,patxeko70,Felipe Pacheco,"Venezolano Ingeniero Electricista UBA, Ex-profesor universitario UPTA, traté de hacer investigaciones en robótica y Sanjuanero. #Tigrero y #Athleticzale",True,2009-09-25 00:50:00,43237,2605,2541,13921,https://pbs.twimg.com/profile_images/891683866469117952/l0dtVhKt.jpg,
280244562,mariatat72,María,"Pymera. De arriba a bajo.😂😂😘 Hala Madrid Veni, vidi, vici",True,2011-04-10 23:23:00,21733,1206,731,42569,https://pbs.twimg.com/profile_images/1876969291339247616/RHlBPX_3.jpg,https://pbs.twimg.com/profile_banners/280244562/1721428704/1500x500
1361376260140773376,Nc4Ju4,JU4NC4R 12458💚,"Somos las decisiones q tomamos, menos los rojos, q son deficiencias genéticas, indecentes y degenerados...",True,2021-02-15 18:06:00,6664,243,216,19711,https://pbs.twimg.com/profile_images/1741444672726159361/igoAQGiN.jpg,https://pbs.twimg.com/profile_banners/1361376260140773387/1641335992/1500x500
nan,elisabet_sin,Elisabet No se calla,Existir ya es especial,True,2018-08-26 19:21:00,10552,1705,938,26514,https://pbs.twimg.com/profile_images/1848379452679471104/a2htqqiw.jpg,
7586252,jesusgres,jesusgres🔺,Esta celda de aislamiento tiene mejores vistas. Adoro estos ratitos de intimidad,True,2007-07-19 14:06:00,24982,890,640,235355,https://pbs.twimg.com/profile_images/1483410680493613065/Qf7b5dlp.png,https://pbs.twimg.com/profile_banners/7586252/1663503579/1500x500
1198845188,jpmjpmjpm,jerizonga,,True,2013-02-19 22:30:00,11731,982,118,899,https://pbs.twimg.com/profile_images/920619646776115200/UKC8llPj.jpg,https://pbs.twimg.com/profile_banners/1198845188/1655203440/1500x500
nan,movidas98,🇪🇸Fran Movidas🇪🇸,,True,2011-06-03 17:52:00,1147,136,43,1056,https://pbs.twimg.com/profile_images/1210482947037503488/AQkvAVtz.jpg,
1612548760248131584,ElconversoV2,El Converso V2.0,"Yo fui como tú.
Se sale de ello.",True,2023-01-09 20:36:00,18916,479,86,18074,https://pbs.twimg.com/profile_images/1640098444466352129/P8IxnOhg.jpg,https://pbs.twimg.com/profile_banners/1612548760248131593/1679671079/1500x500
nan,nfd21mi,Noe,,True,2012-10-28 00:40:00,20304,292,169,39288,https://pbs.twimg.com/profile_images/378800000685502586/51fec170edb094ed6674ac0739a5c432.jpeg,
nan,majofer73,María José Fernández,La virtud del inteligente está en hacerse el ignorante ante el ignorante que se cree  inteligente,True,2011-03-24 23:57:00,18175,391,322,36866,https://pbs.twimg.com/profile_images/590637999702077440/oDInsazE.jpg,
241624644,jgpousa,Juan 🇪🇦,"Don't tell me the truth, tell me the facts.",True,2011-01-22 18:45:00,13125,1312,443,15786,https://pbs.twimg.com/profile_images/1759916671467163648/oqgePwcO.jpg,https://pbs.twimg.com/profile_banners/241624644/1440147544/1500x500
925322125,jobutoc,jobu,,True,2012-11-04 13:03:00,3934,265,272,4450,https://pbs.twimg.com/profile_images/1717608882820767744/gtINvqu7.jpg,https://pbs.twimg.com/profile_banners/925322125/1639150920/1500x500
nan,lourianoubinha,Louriano Ubinha,,True,2010-02-18 21:42:00,12332,1127,109,701,https://pbs.twimg.com/profile_images/1307749482755481601/1uLgXL2w.jpg,
nan,Baldu010,Balduino Pérez,Señor líbrame de los tontos,True,2010-10-05 21:05:00,17788,70,39,2238,https://pbs.twimg.com/profile_images/430054443921702912/3E6JDvRC.jpeg,
501956919,Diego3ATlon,𝕯𝖎𝖊𝖌𝖔 🙏🏻🔥🇪🇸,,True,2012-02-24 17:10:00,3623,282,77,1851,https://pbs.twimg.com/profile_images/1826408158744526848/MgZuKRol.jpg,https://pbs.twimg.com/profile_banners/501956919/1355323381/1500x500
246229679,Carlsays2you,CaRL,Ingeniero x vocación. Telecomunicaciones x elección. Fan de ASIMO & Data Science,False,2011-02-02 11:58:00,11565,350,136,890,https://pbs.twimg.com/profile_images/1232624190/Tux-Android.png,https://pbs.twimg.com/profile_banners/246229679/1591110815/1500x500
nan,dodero_martinez,dodero_martinez,,True,2018-05-12 10:29:00,910,54,18,78,https://pbs.twimg.com/profile_images/1415398513253490691/HOtCAGTN.jpg,
nan,LoverWarcraft,0,,False,2021-08-25 13:10:00,1183,464,126,20695,https://pbs.twimg.com/profile_images/1814684203750944768/4TiwR7Nr.jpg,
nan,arodro7,spanien  Mackensen,"frente oriental. disfruta. no me compliques la vida, es demasiado hermosa para tener que aguantarte.",True,2016-11-26 10:14:00,110786,406,352,110716,https://pbs.twimg.com/profile_images/1660040768310894593/z8ACowUY.jpg,
1148080940691918848,JaviMartinezVz,Javi Martínez,Aliancista y nada más... 🅰️,True,2019-07-08 04:06:00,3241,237,273,23237,https://pbs.twimg.com/profile_images/1747322854176083968/XkjKLjgR.jpg,https://pbs.twimg.com/profile_banners/1148080940691918848/1606263353/1500x500
993219054,asier_96,Asier,,True,2012-12-06 14:57:00,1556,396,320,2233,https://pbs.twimg.com/profile_images/1785042149068660736/hq4gfoRZ.jpg,https://pbs.twimg.com/profile_banners/993219054/1712863992/1500x500
1162851064082776064,JusticeXAnimals,Justice for Animals,"Amante de los animales. #BeVegan                                                                
Si eres fascista, por aquí ni aparezcas. ACAB.",True,2019-08-17 22:18:00,148914,454,822,73432,https://pbs.twimg.com/profile_images/1618285074843111440/mhlJ4WnO.jpg,https://pbs.twimg.com/profile_banners/1162851064082776064/1688383452/1500x500
nan,lcsnchi,lcsnchi,,True,2022-07-22 13:19:00,3034,30,13,7408,https://pbs.twimg.com/profile_images/1550470708957954049/dARJ7YDt.jpg,
2787229306,_fiifiAG,"E. M. Fiifi Agyiri, CA","Private Auditor, Tax Advisory, Financial & Management consultant.",True,2014-09-27 14:38:00,8449,898,565,4952,https://pbs.twimg.com/profile_images/1887373099097620480/znpqcQVy.jpg,https://pbs.twimg.com/profile_banners/2787229306/1704178792/1500x500
1148969013806080000,azgaj,BosmgAzgaj,"""No me gusta que se admire el valor en la batalla” ""Me cuesta que me condecoren, creía necesario tener que ganar guerras""",True,2019-07-10 14:55:00,14619,1405,264,105901,https://pbs.twimg.com/profile_images/1853776942559797248/F_sNK1YD.jpg,https://pbs.twimg.com/profile_banners/1148969013806080000/1728046924/1500x500
1570210235855376384,Gordocabron88,Gordoculé,"1899. Neix un club que porto al cor.
Anti-madridista.",True,2022-09-15 00:37:00,6134,241,150,1061,https://pbs.twimg.com/profile_images/1795750210326417408/iGxJQCMG.jpg,https://pbs.twimg.com/profile_banners/1570210235855376384/1683293544/1500x500
1421384782810857472,OriolRomeismo,DaniOlmismo,"Dani olmo, el mejor media punta en mis libros",True,2021-07-31 08:19:00,5080,93,22,292,https://pbs.twimg.com/profile_images/1820806286444793856/jdWclFhj.jpg,https://pbs.twimg.com/profile_banners/1421384782810857472/1722949022/1500x500
796404793224941568,sebastiansgade,Sebastian 🇩🇰,23 | Fan account | Visca el Barça 💙♥️,True,2016-11-09 17:31:00,52419,1668,3778,772309,https://pbs.twimg.com/profile_images/1741939000464572416/UaIV7eAO.jpg,https://pbs.twimg.com/profile_banners/796404793224941568/1546691736/1500x500
1546273057,CapitanYoe,MIGUE,"Culé de cuna.
Después de sufrir tanto,un día llegó Leo Messi, y todo cambió.",True,2013-06-25 17:28:00,109806,2422,6937,40311,https://pbs.twimg.com/profile_images/1064476305348014080/OUpLC4tJ.jpg,https://pbs.twimg.com/profile_banners/1546273057/1408209059/1500x500
nan,masfutbol1989,Fútbol Y Más Fútbol,Madridista desde el 89.,True,2021-09-14 19:36:00,13003,1015,614,17318,https://pbs.twimg.com/profile_images/1788316742692847616/HlFw6coK.jpg,
nan,Neez1DJ,Padrellingham,"Bruh, Vikingo de pura cepa",True,2022-05-18 21:44:00,4232,285,55,16319,https://pbs.twimg.com/profile_images/1829702650960433152/vgjI1rTi.jpg,
65665921,antoniogonpa,Tony 2009,"Economista,Madridista, Antichavista se habla de todo un poquito!! No creo en los Medios de Comunicación manipuladores y Sucios...Mi equipo tiene 15 Champions..",True,2009-08-14 15:55:00,60866,2322,844,24185,https://pbs.twimg.com/profile_images/378800000712767162/0acf37f96b2f38f89d883e5979d15601.jpeg,https://pbs.twimg.com/profile_banners/65665921/1690916520/1500x500
167541308,erickmqr77,Erick Quijano,Licenciado en Contaduría. Ciudad de México. 47 años. Aficionado al mejor club del mundo el Real Madrid y Club América.,True,2010-07-16 21:22:00,6179,516,211,79151,https://pbs.twimg.com/profile_images/1824572981357826048/03W44ThY.jpg,https://pbs.twimg.com/profile_banners/167541308/1723847344/1500x500
254153544,gsarmiento1982,Guillermo Sarmiento,Fanatico de la Formula 1 y de la Buena Musica. Hincha de América de Cali.,True,2011-02-18 18:23:00,5603,992,168,37128,https://pbs.twimg.com/profile_images/1889245384406437888/ZvG4G451.jpg,https://pbs.twimg.com/profile_banners/254153544/1380557830/1500x500
1137831471102800000,Mannu_lopez13,Jose Manuel López,🇳🇬💚,True,2019-06-09 21:18:00,10367,749,141,43239,https://pbs.twimg.com/profile_images/1528939820663414784/R-F71OyY.jpg,https://pbs.twimg.com/profile_banners/1137831471102799873/1579179121/1500x500
2727928347,salloum_tarek,Tarek salloum,Madridista hasta la muerte,True,2014-07-29 07:03:00,161,361,12,1079,https://pbs.twimg.com/profile_images/981337525397721088/zlrLfmZ3.jpg,https://pbs.twimg.com/profile_banners/2727928347/1579387156/1500x500
335066279,mchavezcabrera,Mario Chavez Cabrera,,True,2011-07-14 03:02:00,1233,1034,292,1387,https://pbs.twimg.com/profile_images/378800000716503595/8bf1b442b6509768301c5781b6a7e08e.jpeg,https://pbs.twimg.com/profile_banners/335066279/1369578623/1500x500
1349603137187946496,jonaRMHeart,Jona_RM,ME✌️,True,2021-01-14 06:24:00,2997,202,22,14565,https://pbs.twimg.com/profile_images/1528083632585334785/xspnSEgw.jpg,https://pbs.twimg.com/profile_banners/1349603137187946501/1632950488/1500x500
915389650482671616,acontra__,ElRubioKabrón,,True,2017-10-04 01:34:00,21780,732,718,4970,https://pbs.twimg.com/profile_images/981047518271361029/OuG5nhKx.jpg,https://pbs.twimg.com/profile_banners/915389650482671617/1519039012/1500x500
nan,HenryCi54200038,Henry Cito,,True,2022-09-21 10:33:00,11922,167,122,13089,https://pbs.twimg.com/profile_images/1673694104083914752/q6wpLbpT.jpg,
1289027458969133056,desolano_USA,David Solano,Workout 🏋️‍♀️/ Planes ✈️ / Sports 🏈,True,2020-07-31 02:37:00,8223,695,95,5257,https://pbs.twimg.com/profile_images/1764554961931960320/6b9rDSaX.jpg,https://pbs.twimg.com/profile_banners/1289027458969133056/1597334244/1500x500
158596037,Gabidling,GDLR...,"Defensora de los animales! No compres, ADOPTA!",True,2010-06-23 03:19:00,19412,838,1005,7421,https://pbs.twimg.com/profile_images/824682542175580161/8SnF9Jaq.jpg,https://pbs.twimg.com/profile_banners/158596037/1707858182/1500x500
231999396,theD106,El Matador,🕴🏻,True,2010-12-30 01:23:00,6224,289,75,223,https://pbs.twimg.com/profile_images/1372398446028685315/NcfcsxUX.jpg,https://pbs.twimg.com/profile_banners/231999396/1589149875/1500x500
1119577914125815808,Fergarrigo1,((FeR)),"🎺🎺 NiniDj95  🎧 POKY 🍊 ((RADICAL)) 🍊 BAKALA😎 HARDCORE 💥💥

⚽ SOLO RMCF ⚽

🇪🇸 Con nosotros quien quiera, contra nosotros quien pueda 🇪🇸 Æ 💪🏻 ϟ🇪🇦ϟ",True,2019-04-20 12:25:00,85112,663,355,71132,https://pbs.twimg.com/profile_images/1582851625739247617/-bvlSWzi.jpg,https://pbs.twimg.com/profile_banners/1119577914125815809/1555846519/1500x500
nan,ArillaPedro,PedroGuadalmedina,Nobleza española y poco más,True,2015-11-29 13:58:00,25211,1187,672,44156,https://pbs.twimg.com/profile_images/931628849355468802/7JPYVPRw.jpg,
1202860218,MarRodriguezT,☝😎,"fútbol y Motos ⚽🇨🇴
América de Cali 🚩
Real Madrid FC  1️⃣3️⃣🏆",True,2013-02-21 03:36:00,3713,1713,177,18142,https://pbs.twimg.com/profile_images/1559290964094722052/O_DdhsPM.jpg,https://pbs.twimg.com/profile_banners/1202860218/1535650711/1500x500
87473926,luisd440,Luis Daza,Gerente de Proyectos de Vialidad y Pavimentos,True,2009-11-04 16:24:00,6166,358,198,296,https://pbs.twimg.com/profile_images/1132465678554935296/qT9OxMxu.jpg,https://pbs.twimg.com/profile_banners/87473926/1558835096/1500x500
nan,montybalon,monty,Madrid,True,2014-10-14 18:29:00,5274,209,10,1046,https://pbs.twimg.com/profile_images/1467941925135204352/1KMPpATF.jpg,
410088460,Guajesito,JudeRM,"Amante de luchar, buscar mi libertad y felicidad todo el tiempo. Real Madrid mi gran y verdadero amor 3",True,2011-11-11 16:34:00,21944,701,342,5575,https://pbs.twimg.com/profile_images/1719811265470558208/H5YHxgT9.jpg,https://pbs.twimg.com/profile_banners/410088460/1651442215/1500x500
1449978050259689472,55Chamberi,Chamberí🇪🇦🇪🇦🇪🇦🇮🇱🇮🇱🇮🇱,Ferozmente leal,True,2021-10-18 05:58:00,36366,1437,1610,135248,https://pbs.twimg.com/profile_images/1893724973564391426/TNDxH_ls.jpg,https://pbs.twimg.com/profile_banners/1449978050259689475/1738686553/1500x500
923927792,Athzale15,🔴⚪,,False,2012-11-03 19:58:00,11287,254,406,5244,https://pbs.twimg.com/profile_images/1497824410073542657/94j1F3tj.jpg,https://pbs.twimg.com/profile_banners/923927792/1713518565/1500x500
nan,Josema91305874,Josema,Madridista.,True,2019-03-06 14:37:00,9812,1429,330,53870,,
1788346378898292736,JoseluTeMata,DonAntonio,Te das cuenta que el fútbol está muy adulterado cuando un dios se este deporte como yo me he retirado sin un balón de oro.,True,2024-05-08 23:13:00,2087,56,11,1134,https://pbs.twimg.com/profile_images/1818766502578765824/5e5jHPS0.jpg,https://pbs.twimg.com/profile_banners/1788346378898292736/1722462822/1500x500
nan,Robert197812,Gerardo,,True,2023-06-06 18:11:00,1391,436,25,2,https://pbs.twimg.com/profile_images/1830882520864366595/_o8TkAK7.jpg,
3127900143,webimaginacion,jordi serra,Arquitecto... o no? Lo he olvidado,True,2015-03-30 00:41:00,68972,599,665,41168,https://pbs.twimg.com/profile_images/1449008958300098564/CFcToInu.jpg,https://pbs.twimg.com/profile_banners/3127900143/1664441056/1500x500
2806412109,HacrenHansel,pillowtalk,¿Estás seguro de lo que estás diciendo?,True,2014-10-05 00:01:00,16741,205,48,19777,https://pbs.twimg.com/profile_images/1567565486925152257/Iwo97__O.jpg,https://pbs.twimg.com/profile_banners/2806412109/1596148669/1500x500
110675227,Antonio_H_N,Antonio H.N.,Extremadamente madridista.,True,2010-02-02 11:25:00,26633,653,489,13924,https://pbs.twimg.com/profile_images/1652614406042165248/VOWXwv0R.jpg,https://pbs.twimg.com/profile_banners/110675227/1717359108/1500x500
nan,sofronizador1,sofronizador,,True,2021-05-09 15:54:00,4574,234,13,28613,https://pbs.twimg.com/profile_images/1866881085436506120/hzeWfrsT.jpg,
979188312,Trek_970,Mariano R.,"Geólogo, fotógrafo de naturaleza en el tiempo libre y, Hermano de la Hermana de Mariano. Cansado de la Marca España.

De Madrid al Cielo.",True,2012-11-29 21:30:00,70465,1109,564,105618,https://pbs.twimg.com/profile_images/2912227554/b6e020bbecce3cec3caa54b13787effe.jpeg,https://pbs.twimg.com/profile_banners/979188312/1358944072/1500x500
nan,marius_lacatus_,marius_lacatus,,True,2020-11-07 16:21:00,3100,158,53,992,https://pbs.twimg.com/profile_images/1688131731474223104/A_zm8iMt.jpg,
nan,Angel19312991,Angel RMP,Añoro cada día el mar desde este secarral mesetario.,True,2023-04-27 22:24:00,3932,32,19,10141,https://pbs.twimg.com/profile_images/1651714031919550464/MUbQuYls.png,
619271583,marienroman,"Marien Román, Asesora y formadora.","activatte.wordpres.com
intagram.com/marienroman/
Más de 30 años de experiencia en Salud y Bienestar",True,2012-06-26 15:50:00,15413,197,287,5112,https://pbs.twimg.com/profile_images/1719420564601716736/u0JDkjSO.jpg,https://pbs.twimg.com/profile_banners/619271583/1623065601/1500x500
1081916881244700800,Modino1990,Modino,Yo,True,2019-01-06 14:14:00,1621,67,16,671,https://pbs.twimg.com/profile_images/1660599099400355842/qBnPA7f7.jpg,https://pbs.twimg.com/profile_banners/1081916881244700672/1719991438/1500x500
1447580971,edunano76,Eduardo Fernandez,"Presidente C.D.A. P. socio A.D.N. ,Presidente de ASFA , Afiliado de VOX",True,2013-05-22 00:11:00,228304,5018,2196,301512,https://pbs.twimg.com/profile_images/1539732811124559872/rG0hMy2f.jpg,https://pbs.twimg.com/profile_banners/1447580971/1586163572/1500x500
321065677,_neko_sensei__,Neko sensei ¥,Sol de invierno,True,2011-06-20 23:53:00,678,232,6,1047,https://pbs.twimg.com/profile_images/1625230762759823395/w73G54gS.jpg,https://pbs.twimg.com/profile_banners/321065677/1676388597/1500x500
